round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,17.723141000024043,3,0,0,3,0,0,0.0,0.0,1.0
1,0.25,17.651127599994652,3,0,0,2,1,1,0.333,0.019,0.058444444444444445
2,0.1931,17.637504699989222,3,0,0,3,5,1,0.333,0.185,0.6724444444444444
3,0.2701,17.684966399974655,3,0,0,2,3,1,0.417,0.204,0.019
4,0.3196,17.58263980000629,3,0,0,3,3,1,0.4,0.222,0.19111111111111112
5,0.359,17.8544384999841,3,0,0,2,2,1,0.444,0.21,0.094
6,0.3652,18.064453300001333,3,0,0,3,6,3,0.524,0.259,0.035777777777777776
7,0.3966,17.68586480000522,3,0,0,3,5,2,0.542,0.287,0.10933333333333334
8,0.4082,17.81498230001307,3,0,0,2,3,0,0.481,0.292,0.14066666666666666
9,0.4323,17.88327790002222,3,0,0,3,1,0,0.433,0.274,0.12488888888888888
10,0.4123,17.702190999989398,3,0,0,3,8,2,0.455,0.323,0.30866666666666664
11,0.4212,17.83493909999379,3,0,0,2,2,1,0.472,0.309,0.13655555555555557
12,0.4345,17.652598999993643,3,0,0,3,2,1,0.462,0.299,0.2822222222222222
13,0.4608,17.808592099987436,3,0,0,3,3,0,0.429,0.302,0.49977777777777777
14,0.4829,17.679787599976407,3,0,0,2,4,1,0.444,0.306,0.2637777777777778
15,0.4832,17.71413599999505,3,0,0,3,2,0,0.417,0.301,0.5173333333333333
16,0.4641,17.81152079999447,3,0,0,3,4,3,0.451,0.303,0.527
17,0.4824,17.728808500018204,3,0,0,3,3,1,0.444,0.302,0.48144444444444445
18,0.4923,17.705574999999953,3,0,0,3,4,2,0.456,0.306,0.5571111111111111
19,0.4932,17.841920100006973,3,0,0,3,1,0,0.433,0.296,0.6291111111111111
20,0.5122,17.64427240000805,3,0,0,3,2,0,0.413,0.293,0.6576666666666666
21,0.5142,17.879483400000026,3,0,0,3,2,0,0.394,0.29,0.7786666666666666
22,0.5199,17.747130500007188,3,0,0,3,2,1,0.391,0.285,0.7158888888888889
23,0.5282,17.89941800001543,3,0,0,3,4,1,0.389,0.29,0.8482222222222222
24,0.526,17.858808399992995,3,0,0,3,1,0,0.373,0.283,0.7704444444444445
25,0.5283,17.915269799996167,3,0,0,3,3,0,0.359,0.285,0.8363333333333334
26,0.5488,17.763554900011513,3,0,0,3,2,0,0.346,0.283,0.8351111111111111
27,0.5324,17.87284460000228,3,0,0,3,3,0,0.333,0.284,0.8482222222222222
28,0.5492,17.70402710000053,3,0,0,3,0,0,0.322,0.275,0.858
29,0.5419,17.840037600020878,3,0,0,3,3,1,0.322,0.275,0.8337777777777777
