round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,19.349854900006903,9,0,0,5,4,4,0.778,0.238,0.0
1,0.1581,18.866202399978647,9,0,0,6,2,2,0.667,0.143,0.6766666666666666
2,0.2466,18.97814289998496,9,0,0,6,6,3,0.667,0.286,0.1511111111111111
3,0.2003,19.451235000015004,9,0,0,7,2,1,0.528,0.274,0.7496666666666667
4,0.3145,19.02743200000259,9,0,0,7,1,0,0.422,0.248,0.5166666666666667
5,0.3133,19.032059699995443,9,0,0,6,5,4,0.463,0.278,0.41655555555555557
6,0.301,18.85633360000793,9,0,1,6,7,4,0.508,0.333,0.7957777777777778
7,0.3846,18.617854600015562,9,0,1,6,5,5,0.542,0.344,0.8896666666666667
8,0.3673,18.509114400018007,9,0,1,6,5,3,0.543,0.364,0.8167777777777778
9,0.4072,18.35091039998224,9,0,1,6,2,2,0.522,0.346,0.9386666666666666
10,0.4101,18.59577949999948,9,0,1,6,3,2,0.505,0.344,0.9627777777777777
11,0.4335,18.40215530002024,9,0,1,6,2,2,0.491,0.33,0.9561111111111111
12,0.4215,18.531289600010496,9,0,1,7,5,4,0.496,0.345,0.9547777777777777
13,0.4411,19.34053619997576,9,0,1,6,3,2,0.476,0.347,0.9617777777777777
14,0.4472,19.37898100001621,9,0,1,7,1,1,0.452,0.333,0.956
15,0.4733,19.377733900008025,9,0,1,7,1,1,0.431,0.321,0.9693333333333334
16,0.4784,18.822955100011313,9,0,1,6,4,4,0.444,0.321,0.9557777777777777
17,0.4494,19.212017800018657,9,0,1,8,4,4,0.451,0.324,0.9382222222222222
18,0.5047,19.01997950000805,9,0,1,6,2,1,0.444,0.317,0.9638888888888889
19,0.4745,18.957636499981163,9,0,1,6,3,3,0.444,0.315,0.9356666666666666
20,0.4766,19.216700299992226,9,0,1,6,3,3,0.444,0.313,0.9566666666666667
21,0.4964,35.34602779999841,9,0,1,6,2,1,0.434,0.309,0.964
22,0.4861,18.764254799985792,9,0,1,6,5,4,0.444,0.32,0.9478888888888889
23,0.4977,18.538763100019423,9,0,1,6,3,0,0.426,0.327,0.9867777777777778
24,0.5116,18.260874100000365,9,0,1,7,5,3,0.427,0.336,0.9738888888888889
25,0.5264,18.243216800008668,9,0,1,6,1,0,0.41,0.33,0.9731111111111111
26,0.527,18.08052509999834,9,0,1,7,2,2,0.407,0.325,0.9658888888888889
27,0.5294,17.980415700003505,9,0,1,7,4,3,0.405,0.33,0.9788888888888889
28,0.5465,18.04622400001972,9,0,1,7,0,0,0.391,0.32,0.968
29,0.5267,17.86290859998553,9,0,1,6,3,2,0.389,0.32,0.964
